base_graph_id,instance_id,n,d,k,greedy,optimum,initial_upper,prefix_upper,dual_upper,endpoint,tightening_initial,tightening_prefix,initial_ratio,prefix_ratio,dual_ratio,ratio_gain_initial,ratio_gain_prefix,dual_over_optimum,initial_certified,prefix_certified,dual_certified
r2-exploration-n12-d2-r0000,731b6d302081326872d9722256ce34bdd6670d504da34985d501ec1caf919040,12,2,1,2,2,2,2,2,k=1,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0000,19a43043983241baedc57af0a42be9aeabc3117c245a659179c4acfdb071fff0,12,2,2,4,4,4,4,4,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0000,8342dcec4c2cf58ecbedd342373d5abb84a54c27b637a7868e1a6db88c53ede4,12,2,3,6,6,6,6,6,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0000,1f041a217fd982fa8d8e023f9b7677f1d0ad36e0559c743b1d8bd7ca659754b4,12,2,5,9,10,10,10,10,interior,0,0,0.9,0.9,0.9,0.0,0.0,1.0,0,0,0
r2-exploration-n12-d2-r0000,d39c3b33b5818bc3ffbc874875583e5b93e5506400c50f11fb3dfc906da05dc8,12,2,6,10,11,11,11,11,interior,0,0,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.0,0.0,1.0,0,0,0
r2-exploration-n12-d2-r0000,50da5cf29f17016570a9ab19d1110a034a5bd9f027870fa0a92835676b631071,12,2,9,11,11,11,11,11,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0000,6e23d6044dcf494c30870bd19a048bb95e4a27e1fc207ee736ceea39d420602f,12,2,12,11,11,11,11,11,k=M,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0001,0cd4ac5ee2f0a2ec33098a711f5eededdcbbcd11f6fe7252e329c1a8ada10a39,12,2,1,2,2,2,2,2,k=1,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0001,6cc8768db30ef7bd01ff34f329456e9cbb6756f7e96298cf070c4ce70d0f55b5,12,2,2,4,4,4,4,4,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0001,26459d9c0a4897fa87fcbb9fbed914de49ecbfeb82ec83cd1e2dcc821b124333,12,2,3,6,6,6,6,6,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0001,98134602dbc7a5c2a7b94f07004e95f660ed29183e72ab6821030b8452f5cccf,12,2,5,8,9,10,10,10,interior,0,0,0.8,0.8,0.8,0.0,0.0,1.1111111111111112,0,0,0
r2-exploration-n12-d2-r0001,b275a7cd7b36304c43fbf455d3c8f80ac23de2a8e9bbab6cec520f21b5db7d2c,12,2,6,9,10,10,10,10,interior,0,0,0.9,0.9,0.9,0.0,0.0,1.0,0,0,0
r2-exploration-n12-d2-r0001,f0af19c89f4504ba31d92b0ec8e76b1f78fad8c727c08a0eebb980c4a80f18f5,12,2,9,10,10,10,10,10,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0001,4bdea10505747d51099322f8f6ed542ce0be9fae256790fdb42edc6edf0bab43,12,2,12,10,10,10,10,10,k=M,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0002,139d1d6f93e134fd75fae7feee49596fec37b8f529deab70c1a47a1531a1b097,12,2,1,2,2,2,2,2,k=1,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0002,2f8ecd0bd69b9babb7eb62aa374ba089e9bceb1c25db8fd180449ab0a7f22c12,12,2,2,4,4,4,4,4,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0002,f5b2ffa4fc24d4ec11d56543ef0ac4a7d4c6cd6371f36af7df6997147183ba9c,12,2,3,6,6,6,6,6,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0002,086fb5cc24f64537830db00abb9b575f5f1eb6d306f8f37848f9dfc7136923f5,12,2,5,10,10,10,10,10,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0002,9714b37667f0f9ef8c6cac9929284d21f81afcc4bfbfd2aa6284555c450f3bfb,12,2,6,11,11,11,11,11,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0002,39b40c9bbee9c6088aa2f117f594dd701d8f56a8da32a17003458e7c7884228f,12,2,9,11,11,11,11,11,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0002,58c771ecaaf57d6968ae3456de9d3d9df32d971159657fbc696e8fa585c8c198,12,2,12,11,11,11,11,11,k=M,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0003,a3ddb9eebfbc2c4fdcaca70427a6fb46a64747ef7210d4b8678d58a7869fadd1,12,2,1,2,2,2,2,2,k=1,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0003,af22189e2d5707a3933711633c6763ecce44af759ee45e2a8871db023909d94f,12,2,2,4,4,4,4,4,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0003,1ca45d0abeb95bb3a7d2301bb596b259e4ff4fdee563c5aacb5ebb5a557741b1,12,2,3,6,6,6,6,6,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0003,ff5b0405dd004276141b946f67bec2dee0defdcfb869036c9d748881ca843196,12,2,5,8,9,9,9,9,interior,0,0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,0.0,1.0,0,0,0
r2-exploration-n12-d2-r0003,fbdb2b6c5dc1f4d972056dae0d767e7e73406407108dba53b2a10a59ec77cf7b,12,2,6,9,9,9,9,9,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0003,fa8e9a82192eb272fb6639a665a5a2692b968734f74bdc314aeec74c6227e087,12,2,9,9,9,9,9,9,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0003,d1fdd88ab1725075934b2c398243abd258f9dfc55a4c31f527d153b875009826,12,2,12,9,9,9,9,9,k=M,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0004,cffbd82e043551b46a963d88471c4a4ca17e23b89fe08b2ad43c41e560fce459,12,2,1,2,2,2,2,2,k=1,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0004,c4d11246637c441943873648bc77e27ef9a9bb6cf2d61562525fb34c559bfb72,12,2,2,4,4,4,4,4,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0004,ab3787ab73c4098571f785dc91bf6c597670edd9b779ff34c17ee2f497c2f5ca,12,2,3,6,6,6,6,6,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0004,66ba6a87745bb3ffae021a6ce7bdbd2725654808b345d17733198c49498d7176,12,2,5,9,10,10,10,10,interior,0,0,0.9,0.9,0.9,0.0,0.0,1.0,0,0,0
r2-exploration-n12-d2-r0004,8bbd42b5077390144b01f76810a042680caa7ea3763e200b9a60ecfccaf82c98,12,2,6,10,11,12,12,12,interior,0,0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,0.0,1.0909090909090908,0,0,0
r2-exploration-n12-d2-r0004,5218d5f93e04b2b2289a6c681074faea1a3d8314abdc8e0d7b2f2299d30f2af7,12,2,9,12,12,12,12,12,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0004,9ddcfc8ad1d879e259864083e5bba66568d35d1d791e4691b850e1cebf0b9984,12,2,12,12,12,12,12,12,k=M,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0005,72c6eeb166c4159c497b9571df0e54896a1e3953953fd27405b3b360fc9c7a69,12,2,1,2,2,2,2,2,k=1,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0005,6597d8380fcfe802732742789606d4ae101ba9454cda302406b416b9e88e50ca,12,2,2,4,4,4,4,4,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0005,f3ea08a50a8da4a71e8329acf1dfd2efb77def4d6d87759417b6cc7865f19501,12,2,3,6,6,6,6,6,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0005,c5a9b9acfd3b092b033fe49e7196af0d2232826c54d0cdd2cf5fe70fa4dd9151,12,2,5,10,10,10,10,10,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0005,98d8ccfa12954bb73c8f9e7347eb84868c20a2693cbab0cb7fd770a3410aa036,12,2,6,11,11,11,11,11,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0005,72a6437fbc67d52bf0eb632bcc2c56da6d07edccf1167047772b885e16d3993e,12,2,9,11,11,11,11,11,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0005,c69968d80f06466a10833226c0fcbba29971596f85b3ced3d3d8dec98f0dea55,12,2,12,11,11,11,11,11,k=M,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0006,068de9ca32e1ee20f281bbeaa0ca4da25fecd9f2771cd49c1562cb2362ee405a,12,2,1,2,2,2,2,2,k=1,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0006,bc5e261d76cc88cc9521d88da834cdfd8f7c63e17261ff38f9432a76355a6bf7,12,2,2,4,4,4,4,4,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0006,bbccd2849d43fa1b680fd069db0e7d30adc093a65105f1778a69c0189f6a96ab,12,2,3,6,6,6,6,6,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0006,0e8edd1b9f2363b4b370864920d163344f77400e44ee8afaa2645d98e1c1abbf,12,2,5,9,10,10,10,10,interior,0,0,0.9,0.9,0.9,0.0,0.0,1.0,0,0,0
r2-exploration-n12-d2-r0006,f002179b5dc19410e7cec35216b24463868dbbedb02b0afd93eb797af51bda0f,12,2,6,10,10,10,10,10,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0006,2c2577354819c53caffe6c7018b1466968651932bad9858979af9507fe058c64,12,2,9,10,10,10,10,10,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0006,e81a66985211292cbde25bf41043fa8199c8903dae7dad39aec18f4644504632,12,2,12,10,10,10,10,10,k=M,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0007,a09f3e8922e64a22ffe1f0d39912d055f76ca65f9e280f1364e19c1d4f5353ca,12,2,1,2,2,2,2,2,k=1,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0007,0f70b749e03a39c2da6cb6c28d42bd83eb783e506356029f924c2cbcfbdd2138,12,2,2,4,4,4,4,4,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0007,ad16727b9e9e252361557fd5c66829c5f20685b02b8a253c01ca0d2c180ebaae,12,2,3,6,6,6,6,6,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0007,9792b1072745a0a68cc59591e1e3230b3e4b010e5b061114f73390d71dabdf6b,12,2,5,9,10,10,10,10,interior,0,0,0.9,0.9,0.9,0.0,0.0,1.0,0,0,0
r2-exploration-n12-d2-r0007,4cc5beb86e12a61a658d726b92d730a15950989010eccef6cc1428820d4669bf,12,2,6,10,11,11,11,11,interior,0,0,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.0,0.0,1.0,0,0,0
r2-exploration-n12-d2-r0007,29ebd51ea6919cb306014a85cebbb353b98d230de1cfd4d8f8b10948dd0c10c6,12,2,9,11,11,11,11,11,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0007,ab2488daaf65ceb35af8224f3f89d2fbd1ab6d15de56e79f8162c89a584eaca0,12,2,12,11,11,11,11,11,k=M,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0008,34ea8861e3c3685077dd7112206477cce173cd037e3699118d35a818dbfdf86f,12,2,1,2,2,2,2,2,k=1,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0008,f4bf7960b50ea8f40172b7244d7e33c37b041c42fb02e8e6c7862551218736cc,12,2,2,4,4,4,4,4,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0008,f0dcf8962f57a652b1a0b5dbf59ec644b87a1f27e942beefc25084a56dece986,12,2,3,6,6,6,6,6,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0008,75a81972a0dac51eff5cdb47f9ead3379ee0be4f78fb84c7f3ae6728231c1521,12,2,5,8,8,8,8,8,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0008,7eb3dbb428f1c3e6faa25675c25121871b21dfa47e16a4faebb4845579b9f963,12,2,6,8,8,8,8,8,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0008,999f69803ba1be9c358d4cc571a062509c76a1cf77163d826f4e91f570a050c9,12,2,9,8,8,8,8,8,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0008,d9f4dbf8a67970f476cbc777f29a8643371129a7f90fdd9fadccf56d23b23e74,12,2,12,8,8,8,8,8,k=M,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0009,ed0ba3ec5f4fbc8ebb73f218751eb9bf491be18cd593e89a67614e0b11ba835a,12,2,1,2,2,2,2,2,k=1,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0009,fda3995568be8cc1d3ae1d489790b78a73fd66d63609b31dee38dabe85fbc063,12,2,2,4,4,4,4,4,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0009,a7306500c178b482ceb49ce841807044383188c633893282854c85632a0c6386,12,2,3,6,6,6,6,6,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0009,3fca7e552797f35891b25dcef894956f2780f4a91d80a57f647fc2833be4437c,12,2,5,9,10,10,10,10,interior,0,0,0.9,0.9,0.9,0.0,0.0,1.0,0,0,0
r2-exploration-n12-d2-r0009,38c14a1e544234463aae10e1a756dc313fa8e3c5e52eeaf7ce01d0342bd80b82,12,2,6,10,11,11,11,11,interior,0,0,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.0,0.0,1.0,0,0,0
r2-exploration-n12-d2-r0009,dc6f1085c0305903b3f295bf9fefee8c95e2eee68a6d5d40195914ff18648f96,12,2,9,11,11,11,11,11,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0009,5ace7b3435571b1d9fa55ab101e228057e3b44b6f3a1d6d14bc60b4984cd84e3,12,2,12,11,11,11,11,11,k=M,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0010,aafca942bc3343066a16d988c089ab11eae600a62f662bb72e400f2a8d0ef526,12,2,1,2,2,2,2,2,k=1,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0010,998b82443ae0c778bb3cc44f7f742dd5f7adae8bd1824dc2691f367e1be7f975,12,2,2,4,4,4,4,4,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0010,eff38cec10cf8ffab93c276ab60dc5e9e746906bcf87bec0e9b62054a454d2f6,12,2,3,6,6,6,6,6,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0010,0218e2d931164e743aa88f0b99ca057b05a4789f687d24a61aa3d56e1e371231,12,2,5,9,10,10,10,10,interior,0,0,0.9,0.9,0.9,0.0,0.0,1.0,0,0,0
r2-exploration-n12-d2-r0010,07b8fd4592d9973b8bab80a4ecc94eecd676afa1e2a364cc666b31696b2b7a6a,12,2,6,10,12,12,12,12,interior,0,0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,0.0,1.0,0,0,0
r2-exploration-n12-d2-r0010,68cc82b56bbdb22e6680e5d4c8c1a5da00c65e852710a3f56884c0d8efc65010,12,2,9,12,12,12,12,12,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0010,c64ed29ea9a9f5d2b57c8caab43e4bf27e9edfa1b1f28f883d9373480146243f,12,2,12,12,12,12,12,12,k=M,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0011,aeed45b09530193fe42148401fb1a7102514601dec71896dc64ad93282e09e9f,12,2,1,2,2,2,2,2,k=1,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0011,19dd10af2913c82953707215826fa2d0b09f15e44daf50f3c2f4c0d6764bd6b2,12,2,2,4,4,4,4,4,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0011,4cb9ead2d60df10f81aef5864ba7b01f817a03f4035708c56d2ffc1337d104cb,12,2,3,6,6,6,6,6,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0011,d9fd30afb9e4455efd26898a28ec4a08fb971cd7def4838052bf813bbda72701,12,2,5,9,10,10,10,10,interior,0,0,0.9,0.9,0.9,0.0,0.0,1.0,0,0,0
r2-exploration-n12-d2-r0011,17e6ba5217b5abdda48a4d900c85a533d0f5932b57f1efae1dcb4a6e4fb34e43,12,2,6,10,10,10,10,10,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0011,b8147128a5f053d2181916dddbabebc05f72e7f59712ef3ff061a7d69a5070d8,12,2,9,10,10,10,10,10,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0011,4533aa23db2a00256d99d2a469390d5d9935a13cf26dab26c5a712d6dbcc9426,12,2,12,10,10,10,10,10,k=M,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0012,39343737eec97644e574f0c4398456bb2bc90f2e69d9e23241c68cdb61b20045,12,2,1,2,2,2,2,2,k=1,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0012,48026fdf559636a1a7717efb53f473229d51a7c96bb539626a04a01fd00d6cbf,12,2,2,4,4,4,4,4,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0012,f7bfd6c70e3c803ce9c95eb5e703ab8b5adfa4c4e98b2b1747025b45729bda34,12,2,3,6,6,6,6,6,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0012,553d36862ee0bb4e7f5bc4c8c2f50d0db1524a3309781770324dba268a85a694,12,2,5,9,9,10,10,10,interior,0,0,0.9,0.9,0.9,0.0,0.0,1.1111111111111112,0,0,0
r2-exploration-n12-d2-r0012,d44d39cbbea17a5e0d364533e48e9fe11245b78b02bdb3bdaeca6e8f7f4d7087,12,2,6,10,10,10,10,10,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0012,f1434afe60df0bca1a998e55cd0823f8effb39cbec45b24ceaee2bfb03d9f665,12,2,9,10,10,10,10,10,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0012,989c8289004a9130fea62ef58537e5d1f374451de6644aeb74d2baf31e64575a,12,2,12,10,10,10,10,10,k=M,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0013,06d0c78c75f6121bbb91471e99089ced9df8bf5a5b28b8f95ff909665b158936,12,2,1,2,2,2,2,2,k=1,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0013,328182a89564d60150b3f6b1383c42b8b82864da3b2d96e369dbc2ad1c39f43a,12,2,2,4,4,4,4,4,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0013,7364c490edcf63bfa35626b73190f420c051b10c05fcb18b99cbcf5cf15132f2,12,2,3,6,6,6,6,6,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0013,28f05724669f6a4b10e083f6ca186c11c14f8e866d2beeb9c44505780215c25a,12,2,5,9,9,10,10,10,interior,0,0,0.9,0.9,0.9,0.0,0.0,1.1111111111111112,0,0,0
r2-exploration-n12-d2-r0013,cc8c682c406f0a8428a58cba491e2136203f16aa33bb8cc482b9b4fec197bd37,12,2,6,10,10,10,10,10,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0013,1bacee1df6fb617c9ebd4b4796cf1a2507be09a8b97d072fa20e05df649c41e2,12,2,9,10,10,10,10,10,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0013,723d34da660e7d7c0cdf22512df5db7e96c06fba14e1b83090302166a156bf41,12,2,12,10,10,10,10,10,k=M,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0014,29908baf7096199c4ffcfbaecbcfc0caaa99e23e41166997ca04d823e498bd1e,12,2,1,2,2,2,2,2,k=1,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0014,bac04f9ac4e34542419acc03cb9daa4f799e4e0997020f5651d6384f0fedbd7b,12,2,2,4,4,4,4,4,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0014,f0c7702d27a3f1484a9a6a4f02d5b1ae656c2fa71b9c9da9176688b703b4135f,12,2,3,6,6,6,6,6,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0014,e24719d55d4f350ca903ff77b3176a15483d6b74b851fb5280eaaa81667b5048,12,2,5,9,9,10,10,10,interior,0,0,0.9,0.9,0.9,0.0,0.0,1.1111111111111112,0,0,0
r2-exploration-n12-d2-r0014,a24fd221a6f2fc98a2cdcdcd669ce3c1c62ae72965768b31f4d45e7f6083e462,12,2,6,10,10,10,10,10,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0014,8cc16a99b20419d0abd6508411540c29876d64cdd241fe25eff207307e52369e,12,2,9,10,10,10,10,10,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0014,0f74a69e51ff1c58eb3257a2d504194ab5c294ddc8c5a2a256c9feb799ce36b0,12,2,12,10,10,10,10,10,k=M,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0015,b3c59915ea40bf5a573b1ee1d89edb5d4a07483dd0f51169d979d3da8eeb1423,12,2,1,2,2,2,2,2,k=1,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0015,d499926b40def563cf6a3c9597ed1e20dd215031f0642b84e34140c6eba77bd1,12,2,2,4,4,4,4,4,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0015,80553e3a74da33e7a2881b0655ecbad12f90c0da7e659d482f3c2b8693db4b8f,12,2,3,6,6,6,6,6,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0015,7d49d7466e6925897450981cf2e82799f5a647a388e0046dbd7cf69972acbe56,12,2,5,9,10,10,10,10,interior,0,0,0.9,0.9,0.9,0.0,0.0,1.0,0,0,0
r2-exploration-n12-d2-r0015,fe62fc9111bbb7f9d57134fac5f9dd43e3483c7cebf78244811469409da176c3,12,2,6,10,11,11,11,11,interior,0,0,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.0,0.0,1.0,0,0,0
r2-exploration-n12-d2-r0015,8256ad9e0433534e79ca5de8cb84178dabf7d41570355c080eb4eb49cdcbf218,12,2,9,11,11,11,11,11,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0015,aab8cee1c33ee585559a8afb43a9b43b84efd64df91e7c6c23a7d22d62ea5796,12,2,12,11,11,11,11,11,k=M,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0016,67aa8290d5c639e8201b32c4b78706fe57b776ad638aa6af25897c13d756e994,12,2,1,2,2,2,2,2,k=1,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0016,59749f901c16c54d84e50c30e00c099601fa85b081ec9c8a3d202a2e3d955735,12,2,2,4,4,4,4,4,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0016,312ab78c40a084282b718d9b94dd57b2294361919e96db6f9efefe1905bbf59f,12,2,3,6,6,6,6,6,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0016,fd542769602cdf1f08d9529851630fa8f7523f1911530bff27b07219f4912b3c,12,2,5,10,10,10,10,10,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0016,b1954baa6a24b3c72760ce63a67a70f10c55e3b990f7bc1173ef9add226e9129,12,2,6,11,11,12,12,12,interior,0,0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.0,0.0,1.0909090909090908,0,0,0
r2-exploration-n12-d2-r0016,0ac030d318ed28d7e991b9700c13ab627106c1bbde9b7fca31d7f65727294cd1,12,2,9,12,12,12,12,12,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0016,00a8af3d603efd028a2ccd35b2acaab2023c23c5e6af452a40d4b0d42070994e,12,2,12,12,12,12,12,12,k=M,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0017,e30144c5f43121f7b6cbf7d300e7ec49eb59402a834d48a11d569e377df18d00,12,2,1,2,2,2,2,2,k=1,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
r2-exploration-n12-d2-r0017,4b7d7c1acc6719e26005d83a958db0d79e41d1d4bfa72d92d6c751178fa9fc03,12,2,2,4,4,4,4,4,interior,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
