population,config_hash,pairs,instances,delta,lower,upper,width,target_width,precision_met,estimate_status,direction
confirmation,9cb778eb27d01e6883ef2fc0c0f119288af0eedaefc514eb442d347858898545,3000,6000,0.0514142854668,-0.0225369736556,0.125213282879,0.147750256535,0.2,True,estimable,inconclusive
