case_id,split,family,chain_limit,weight,budget,prefix_sum,final_cost,optimum_prefix_sum,total_recourse,max_request_recourse,cpu_seconds,wall_seconds
near_far_05,eval,near_far,5,0,2,21,6,21,0,0,0.015625,0.004072299998369999
near_far_05,eval,near_far,5,0,4,21,6,21,0,0,0.0,0.004063000000314787
near_far_05,eval,near_far,5,1/2,1,21,6,21,0,0,0.0,0.0037126000024727546
near_far_05,eval,near_far,5,1/2,2,21,6,21,0,0,0.0,0.004811499995412305
near_far_05,eval,near_far,5,1/2,4,21,6,21,0,0,0.015625,0.0046061000030022115
near_far_06,eval,near_far,1,0,1,21,6,21,0,0,0.0,0.000167199999850709
near_far_06,eval,near_far,1,0,2,21,6,21,0,0,0.0,0.0001551000023027882
near_far_06,eval,near_far,1,0,4,21,6,21,0,0,0.0,0.00015900000289548188
near_far_06,eval,near_far,1,1/2,1,21,6,21,0,0,0.0,0.00018899999849963933
near_far_06,eval,near_far,1,1/2,2,21,6,21,0,0,0.0,0.00023300000611925498
near_far_06,eval,near_far,1,1/2,4,21,6,21,0,0,0.0,0.00018229999841423705
near_far_06,eval,near_far,5,0,1,21,6,21,0,0,0.0,0.0035795000003417954
near_far_06,eval,near_far,5,0,2,21,6,21,0,0,0.0,0.003931200000806712
near_far_06,eval,near_far,5,0,4,21,6,21,0,0,0.015625,0.004294099999242462
near_far_06,eval,near_far,5,1/2,1,21,6,21,0,0,0.0,0.004120799996599089
near_far_06,eval,near_far,5,1/2,2,21,6,21,0,0,0.0,0.003908600003342144
near_far_06,eval,near_far,5,1/2,4,21,6,21,0,0,0.015625,0.005055699999502394
paired_01,eval,paired,1,0,1,75,21,75,3,1,0.0,0.0002099999983329326
paired_01,eval,paired,1,0,2,75,21,75,3,1,0.0,0.00034470000537112355
paired_01,eval,paired,1,0,4,75,21,75,3,1,0.0,0.00030130000232020393
paired_01,eval,paired,1,1/2,1,75,21,75,3,1,0.0,0.00018950000230688602
paired_01,eval,paired,1,1/2,2,75,21,75,3,1,0.0,0.00022340000577969477
paired_01,eval,paired,1,1/2,4,75,21,75,3,1,0.0,0.00015890000213403255
paired_01,eval,paired,5,0,1,75,21,75,3,1,0.0,0.0002558999985922128
paired_01,eval,paired,5,0,2,75,21,75,3,1,0.0,0.003990299999713898
paired_01,eval,paired,5,0,4,75,21,75,3,1,0.0,0.003741400003491435
paired_01,eval,paired,5,1/2,1,75,21,75,3,1,0.0,0.0002406999992672354
paired_01,eval,paired,5,1/2,2,75,21,75,3,1,0.015625,0.004364599997643381
paired_01,eval,paired,5,1/2,4,75,21,75,3,1,0.0,0.004782299998623785
paired_02,eval,paired,1,0,1,66,21,66,0,0,0.0,0.00017210000078193843
paired_02,eval,paired,1,0,2,66,21,66,0,0,0.0,0.00015899999561952427
paired_02,eval,paired,1,0,4,66,21,66,0,0,0.0,0.00015320000238716602
paired_02,eval,paired,1,1/2,1,66,21,66,0,0,0.0,0.00015279999934136868
paired_02,eval,paired,1,1/2,2,66,21,66,0,0,0.0,0.00018950000230688602
paired_02,eval,paired,1,1/2,4,66,21,66,0,0,0.0,0.0001551000023027882
paired_02,eval,paired,5,0,1,66,21,66,0,0,0.0,0.004004599999461789
paired_02,eval,paired,5,0,2,66,21,66,0,0,0.015625,0.003970100005972199
paired_02,eval,paired,5,0,4,66,21,66,0,0,0.0,0.0048862000039662234
paired_02,eval,paired,5,1/2,1,66,21,66,0,0,0.0,0.003929099999368191
paired_02,eval,paired,5,1/2,2,66,21,66,0,0,0.0,0.004022600005555432
paired_02,eval,paired,5,1/2,4,66,21,66,0,0,0.015625,0.004083400002855342
paired_03,eval,paired,1,0,1,70,21,70,2,1,0.0,0.0001908999984152615
paired_03,eval,paired,1,0,2,70,21,70,2,1,0.0,0.00018350000027567148
paired_03,eval,paired,1,0,4,70,21,70,2,1,0.0,0.00018180000188294798
paired_03,eval,paired,1,1/2,1,70,21,70,2,1,0.0,0.00013350000517675653
paired_03,eval,paired,1,1/2,2,70,21,70,2,1,0.0,0.0001771000024746172
paired_03,eval,paired,1,1/2,4,70,21,70,2,1,0.0,0.00017700000171316788
paired_03,eval,paired,5,0,1,70,21,70,2,1,0.0,0.0007659999973839149
paired_03,eval,paired,5,0,2,70,21,70,2,1,0.0,0.004775899993546773
paired_03,eval,paired,5,0,4,70,21,70,2,1,0.015625,0.004225199998472817
paired_03,eval,paired,5,1/2,1,70,21,70,2,1,0.0,0.0007947999984025955
paired_03,eval,paired,5,1/2,2,70,21,70,2,1,0.0,0.004286600000341423
paired_03,eval,paired,5,1/2,4,70,21,70,2,1,0.0,0.006026700000802521
paired_04,eval,paired,1,0,1,70,21,70,2,1,0.0,0.0001812999980757013
paired_04,eval,paired,1,0,2,70,21,70,2,1,0.0,0.00017639999714447185
paired_04,eval,paired,1,0,4,70,21,70,2,1,0.0,0.00017250000382773578
paired_04,eval,paired,1,1/2,1,70,21,70,2,1,0.0,0.00014650000230176374
paired_04,eval,paired,1,1/2,2,70,21,70,2,1,0.0,0.0001731000011204742
paired_04,eval,paired,1,1/2,4,70,21,70,2,1,0.0,0.0005571000001509674
paired_04,eval,paired,5,0,1,70,21,70,2,1,0.0,0.0008264000061899424
paired_04,eval,paired,5,0,2,70,21,70,2,1,0.015625,0.00414930000260938
paired_04,eval,paired,5,0,4,70,21,70,2,1,0.0,0.004557100000965875
paired_04,eval,paired,5,1/2,1,70,21,70,2,1,0.0,0.0008411000017076731
paired_04,eval,paired,5,1/2,2,70,21,70,2,1,0.0,0.004665300002670847
paired_04,eval,paired,5,1/2,4,70,21,70,2,1,0.015625,0.005286299994622823
paired_05,eval,paired,1,0,1,60,21,60,1,1,0.0,0.0001847000021371059
paired_05,eval,paired,1,0,2,60,21,60,1,1,0.0,0.00017440000374335796
paired_05,eval,paired,1,0,4,60,21,60,1,1,0.0,0.00017529999604448676
paired_05,eval,paired,1,1/2,1,60,21,60,1,1,0.0,0.00016850000247359276
paired_05,eval,paired,1,1/2,2,60,21,60,1,1,0.0,0.00017970000044442713
paired_05,eval,paired,1,1/2,4,60,21,60,1,1,0.0,0.0002412999965599738
paired_05,eval,paired,5,0,1,60,21,60,1,1,0.0,0.002912899995862972
paired_05,eval,paired,5,0,2,60,21,60,1,1,0.0,0.004319399995438289
paired_05,eval,paired,5,0,4,60,21,60,1,1,0.015625,0.004475000001548324
paired_05,eval,paired,5,1/2,1,60,21,60,1,1,0.0,0.0017550999982631765
paired_05,eval,paired,5,1/2,2,60,21,60,1,1,0.0,0.004137500000069849
paired_05,eval,paired,5,1/2,4,60,21,60,1,1,0.0,0.006295799998042639
paired_06,eval,paired,1,0,1,62,21,62,1,1,0.015625,0.00026559999969322234
paired_06,eval,paired,1,0,2,62,21,62,1,1,0.0,0.00017600000137463212
paired_06,eval,paired,1,0,4,62,21,62,1,1,0.0,0.00018989999807672575
paired_06,eval,paired,1,1/2,1,62,21,62,1,1,0.0,0.00015110000094864517
paired_06,eval,paired,1,1/2,2,62,21,62,1,1,0.0,0.0001697999978205189
paired_06,eval,paired,1,1/2,4,62,21,62,1,1,0.0,0.00022529999841935933
paired_06,eval,paired,5,0,1,62,21,62,1,1,0.0,0.0008175000039045699
paired_06,eval,paired,5,0,2,62,21,62,1,1,0.0,0.00398519999725977
paired_06,eval,paired,5,0,4,62,21,62,1,1,0.0,0.004548999997496139
paired_06,eval,paired,5,1/2,1,62,21,62,1,1,0.0,0.0008547000034013763
paired_06,eval,paired,5,1/2,2,62,21,62,1,1,0.015625,0.004410200002894271
paired_06,eval,paired,5,1/2,4,62,21,62,1,1,0.0,0.004117500000575092
alternating_radius_n3,stress,alternating_radius,1,0,1,11,8,7,1,1,0.0,3.9999998989515007e-05
alternating_radius_n3,stress,alternating_radius,1,0,2,7,4,7,2,2,0.0,3.4199998481199145e-05
alternating_radius_n3,stress,alternating_radius,1,0,4,7,4,7,2,2,0.0,2.680000034160912e-05
alternating_radius_n3,stress,alternating_radius,1,1/2,1,11,8,7,1,1,0.0,2.220000169472769e-05
alternating_radius_n3,stress,alternating_radius,1,1/2,2,7,4,7,2,2,0.0,2.6399997295811772e-05
alternating_radius_n3,stress,alternating_radius,1,1/2,4,7,4,7,2,2,0.0,2.680000034160912e-05
alternating_radius_n3,stress,alternating_radius,5,0,1,11,8,7,1,1,0.0,2.0300001779105514e-05
alternating_radius_n3,stress,alternating_radius,5,0,2,7,4,7,2,2,0.0,3.6900004488416016e-05
alternating_radius_n3,stress,alternating_radius,5,0,4,7,4,7,2,2,0.0,3.6600002204068005e-05
alternating_radius_n3,stress,alternating_radius,5,1/2,1,11,8,7,1,1,0.0,2.2400003217626363e-05
alternating_radius_n3,stress,alternating_radius,5,1/2,2,7,4,7,3,2,0.0,3.7500001781154424e-05
alternating_radius_n3,stress,alternating_radius,5,1/2,4,7,4,7,3,2,0.0,3.760000254260376e-05
alternating_radius_n4,stress,alternating_radius,1,0,1,19,8,15,2,1,0.0,4.8099995183292776e-05
alternating_radius_n4,stress,alternating_radius,1,0,2,23,16,15,2,2,0.0,5.01000031363219e-05
alternating_radius_n4,stress,alternating_radius,1,0,4,15,8,15,3,3,0.0,5.62999994144775e-05
alternating_radius_n4,stress,alternating_radius,1,1/2,1,19,8,15,2,1,0.0,4.269999772077426e-05
alternating_radius_n4,stress,alternating_radius,1,1/2,2,23,16,15,2,2,0.0,7.030000415397808e-05
alternating_radius_n4,stress,alternating_radius,1,1/2,4,15,8,15,3,3,0.0,5.439999949885532e-05
alternating_radius_n4,stress,alternating_radius,5,0,1,19,8,15,2,1,0.0,0.00010549999569775537
alternating_radius_n4,stress,alternating_radius,5,0,2,23,16,15,2,2,0.0,9.349999891128391e-05
alternating_radius_n4,stress,alternating_radius,5,0,3,15,8,15,3,3,0.0,0.00015039999561849982
alternating_radius_n4,stress,alternating_radius,5,0,4,15,8,15,3,3,0.0,0.000148899998748675
alternating_radius_n4,stress,alternating_radius,5,1/2,1,19,8,15,2,1,0.0,5.409999721450731e-05
alternating_radius_n4,stress,alternating_radius,5,1/2,2,17,10,15,5,2,0.0,8.55999969644472e-05
alternating_radius_n4,stress,alternating_radius,5,1/2,4,15,8,15,6,3,0.0,0.0001540000012028031
alternating_radius_n5,stress,alternating_radius,1,0,1,51,32,31,2,1,0.0,7.690000347793102e-05
alternating_radius_n5,stress,alternating_radius,1,0,2,39,16,31,2,2,0.0,8.710000111022964e-05
alternating_radius_n5,stress,alternating_radius,1,0,4,31,16,31,4,4,0.0,0.00013250000483822078
alternating_radius_n5,stress,alternating_radius,1,1/2,1,51,32,31,2,1,0.0,7.14999987394549e-05
alternating_radius_n5,stress,alternating_radius,1,1/2,2,39,16,31,2,2,0.0,8.510000043315813e-05
alternating_radius_n5,stress,alternating_radius,1,1/2,4,31,16,31,4,4,0.0,9.950000094249845e-05
alternating_radius_n5,stress,alternating_radius,5,0,1,51,32,31,2,1,0.0,9.849999332800508e-05
alternating_radius_n5,stress,alternating_radius,5,0,2,39,16,31,2,2,0.0,0.0002162000018870458
alternating_radius_n5,stress,alternating_radius,5,0,3,47,32,31,3,3,0.0,0.00033910000638570637
alternating_radius_n5,stress,alternating_radius,5,0,4,31,16,31,4,4,0.0,0.0006963000050745904
alternating_radius_n5,stress,alternating_radius,5,1/2,1,51,32,31,2,1,0.0,0.00010269999620504677
alternating_radius_n5,stress,alternating_radius,5,1/2,2,39,22,31,7,2,0.0,0.0001655999949434772
alternating_radius_n5,stress,alternating_radius,5,1/2,4,31,16,31,10,4,0.0,0.0007947000049171038
alternating_radius_n6,stress,alternating_radius,1,0,1,83,32,63,3,1,0.0,0.00030050000350456685
alternating_radius_n6,stress,alternating_radius,1,0,2,79,40,63,3,2,0.0,0.00041260000580223277
alternating_radius_n6,stress,alternating_radius,1,0,4,95,64,63,4,4,0.0,0.00018759999511530623
alternating_radius_n6,stress,alternating_radius,1,1/2,1,83,32,63,3,1,0.0,0.00011639999866019934
alternating_radius_n6,stress,alternating_radius,1,1/2,2,79,40,63,3,2,0.0,0.00014400000509340316
alternating_radius_n6,stress,alternating_radius,1,1/2,4,95,64,63,4,4,0.0,0.00017700000171316788
alternating_radius_n6,stress,alternating_radius,5,0,1,83,32,63,3,1,0.0,0.00023739999596728012
alternating_radius_n6,stress,alternating_radius,5,0,2,79,40,63,3,2,0.0,0.0008445000057690777
alternating_radius_n6,stress,alternating_radius,5,0,3,79,32,63,4,3,0.015625,0.0010435999938636087
alternating_radius_n6,stress,alternating_radius,5,0,4,95,64,63,4,4,0.0,0.0020138000036240555
alternating_radius_n6,stress,alternating_radius,5,0,5,63,32,63,5,5,0.0,0.003840700002911035
alternating_radius_n6,stress,alternating_radius,5,1/2,1,83,32,63,3,1,0.0,0.00023949999740580097
alternating_radius_n6,stress,alternating_radius,5,1/2,2,85,46,63,9,2,0.0,0.00022899999748915434
alternating_radius_n6,stress,alternating_radius,5,1/2,4,65,34,63,14,4,0.0,0.0017061000035027973
