config_hash,case_id,family,algorithm_id,algorithm,repetition_unit,instance_count,run_count,completed_count,timeout_count,timeout_rate,error_count,error_rate,valid_exact_reference_count,exact_reference_rate,no_exact_reference_count,eligible_pair_count,eligible_pair_rate,failure_count,optimal_tie_count,failure_rate,optimal_tie_rate,schema_version
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,high_overlap,greedy,greedy,instance_seed,30,30,30,0,0.0000000000,0,0.0000000000,30,1.0000000000,0,30,1.0000000000,12,18,0.4000000000,0.6000000000,1
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,uniform,greedy,greedy,instance_seed,30,30,30,0,0.0000000000,0,0.0000000000,30,1.0000000000,0,30,1.0000000000,10,20,0.3333333333,0.6666666667,1
