config_hash,case_id,instance_id,run_id,case,repetition,seed,family,universe_size,set_count,k,parameters,algorithm_id,algorithm_seed,algorithm,algorithm_options,algorithm_metadata,status,coverage,best_bound,optimum,optimality_gap,runtime_seconds,is_exact,timed_out,nodes_or_iterations,selected,error_message,schema_version
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,5598172e6414ecb003525c6979d338a9f75ee028c0bb884aebcfb2ed21ec5ca1,cf87f5f37e59bc539c9c69f2d50062f3c6fdd0c8b52d0fccd7480df1ecb9e274,overlap,21,16941105954642047154,high_overlap,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",greedy,,greedy,{},"{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",feasible,31,,32,0.0312500000,0.0000164000,False,False,58,1 2 4 14,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,5598172e6414ecb003525c6979d338a9f75ee028c0bb884aebcfb2ed21ec5ca1,60dcff512aec25fe7272a713f1520c9f481f6b9a651693bfb0261eb8e6d0831c,overlap,21,16941105954642047154,high_overlap,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",exact_reference,,brute_force,"{""max_set_count"":16,""time_limit_seconds"":null}","{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",optimal,32,32,32,0.0000000000,0.0006574000,True,False,1820,4 9 10 14,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,242ff00f643109291ee98b9c5608e2e27bf9e644043b8f91eb120a7d06783512,1fe5fa9a53ff6befd9269be55d014a15313b2ed028149262fb8ac8f28c1c3d57,overlap,22,16941105954642047155,high_overlap,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",greedy,,greedy,{},"{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",feasible,34,,35,0.0285714286,0.0000169000,False,False,58,0 2 3 5,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,242ff00f643109291ee98b9c5608e2e27bf9e644043b8f91eb120a7d06783512,c0b40e915137a70b71117532a9aa633ec1ee4045a32f6b1ad969b6bb3eec9398,overlap,22,16941105954642047155,high_overlap,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",exact_reference,,brute_force,"{""max_set_count"":16,""time_limit_seconds"":null}","{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",optimal,35,35,35,0.0000000000,0.0006831000,True,False,1820,0 2 6 15,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,c619c52d7dfe38b347f8d1061e34d3b538efa89a9c21cb64b833b3f916825dc6,c94a567aeb07dba98221b16b05530393fd57923bb0f44b7cbe264c74681e7b05,overlap,23,16941105954642047156,high_overlap,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",greedy,,greedy,{},"{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",feasible,33,,35,0.0571428571,0.0000157000,False,False,58,6 7 8 13,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,c619c52d7dfe38b347f8d1061e34d3b538efa89a9c21cb64b833b3f916825dc6,287ece2f54a79c65496095133bc8918d0c9ad3803e04fcb4d0df70c6991f586c,overlap,23,16941105954642047156,high_overlap,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",exact_reference,,brute_force,"{""max_set_count"":16,""time_limit_seconds"":null}","{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",optimal,35,35,35,0.0000000000,0.0006653000,True,False,1820,6 8 13 14,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,6d4fd619ff64b9c416ea081b00cb06c4c0232633e7ffb7a1362b3f70975f620e,bc4a8e8aace501698ecb194d0f9648d25cb87055446cf03273dc288857a2a4cb,overlap,24,16941105954642047157,high_overlap,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",greedy,,greedy,{},"{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",feasible,36,,36,0.0000000000,0.0000160000,False,False,58,2 4 7 12,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,6d4fd619ff64b9c416ea081b00cb06c4c0232633e7ffb7a1362b3f70975f620e,177039da2b85890845739c16c074989b36def85698a5d168aa486ac0a7c59ae1,overlap,24,16941105954642047157,high_overlap,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",exact_reference,,brute_force,"{""max_set_count"":16,""time_limit_seconds"":null}","{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",optimal,36,36,36,0.0000000000,0.0006817000,True,False,1820,2 4 7 12,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,c304bb37fda9f5bd26d6d6ce076a1eb2856ff42894fd5d32029caf556b3b0560,b4db7dbd5d19b6f85da2dc2738bc038a449367c6a86b7170d8790fac7f57b141,overlap,25,16941105954642047158,high_overlap,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",greedy,,greedy,{},"{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",feasible,34,,36,0.0555555556,0.0000164000,False,False,58,1 6 8 14,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,c304bb37fda9f5bd26d6d6ce076a1eb2856ff42894fd5d32029caf556b3b0560,6775f216ff3641e2bb73337837dff8ceb83aaab94953b933f5aafa793c152026,overlap,25,16941105954642047158,high_overlap,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",exact_reference,,brute_force,"{""max_set_count"":16,""time_limit_seconds"":null}","{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",optimal,36,36,36,0.0000000000,0.0006798000,True,False,1820,2 6 8 10,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,e8dec0c9ac610d3fc8c3a98383f8bba47b90e752783ffff1dc1e3c38177a007a,37d8d7f804d6dd07381ef05469cc239ec186c6825d043a8c7a4659a32b21b05f,overlap,26,16941105954642047159,high_overlap,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",greedy,,greedy,{},"{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",feasible,33,,34,0.0294117647,0.0000260000,False,False,58,0 4 9 11,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,e8dec0c9ac610d3fc8c3a98383f8bba47b90e752783ffff1dc1e3c38177a007a,742191c81abfd8a962cbeb69e585c3bf53dc9afc32817cbf99f722cc912409e1,overlap,26,16941105954642047159,high_overlap,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",exact_reference,,brute_force,"{""max_set_count"":16,""time_limit_seconds"":null}","{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",optimal,34,34,34,0.0000000000,0.0006753000,True,False,1820,0 9 11 13,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,38a472d3d5cfee79f115e0e0f68d872da8547783737d01b38e462ddf0c13ff5c,dc72a6b6ffbadb25276badcce76337c70f943862b4996e85c80ef5858638e0ef,overlap,27,16941105954642047160,high_overlap,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",greedy,,greedy,{},"{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",feasible,34,,34,0.0000000000,0.0000159000,False,False,58,6 8 9 10,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,38a472d3d5cfee79f115e0e0f68d872da8547783737d01b38e462ddf0c13ff5c,e2fafd0e850eb24600d5067b298ed8137321374a337c27293508032911efcf9a,overlap,27,16941105954642047160,high_overlap,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",exact_reference,,brute_force,"{""max_set_count"":16,""time_limit_seconds"":null}","{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",optimal,34,34,34,0.0000000000,0.0006720000,True,False,1820,6 8 9 10,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,c11aec739757a8a5fea07774dacb86e363a14c132d6dc6f1240b95f4ee7516c1,a765bbcc6911109c10ba7b7920daf84339214904753c095cbf6e2b0032e077ef,overlap,28,16941105954642047161,high_overlap,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",greedy,,greedy,{},"{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",feasible,33,,33,0.0000000000,0.0000173000,False,False,58,0 2 10 11,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,c11aec739757a8a5fea07774dacb86e363a14c132d6dc6f1240b95f4ee7516c1,3bc6b4e93144306af80db09a368baada1e6d9d6fc79bb686ef99c59a4468dc7a,overlap,28,16941105954642047161,high_overlap,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",exact_reference,,brute_force,"{""max_set_count"":16,""time_limit_seconds"":null}","{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",optimal,33,33,33,0.0000000000,0.0007227000,True,False,1820,0 2 10 11,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,df67c746a4d18cc703ad6a2f4cb1b02775d58ef4915fb0af157647b42167c29b,957e1163941ed15c4a410ef844f884eb5430767d557469be665584dc1b5993ab,overlap,29,16941105954642047162,high_overlap,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",greedy,,greedy,{},"{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",feasible,32,,32,0.0000000000,0.0000164000,False,False,58,0 4 10 14,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,df67c746a4d18cc703ad6a2f4cb1b02775d58ef4915fb0af157647b42167c29b,5fc2ca2562b698cf7b2321ba93ec8df6870e1297b8079f9e0d4926e22d29c17b,overlap,29,16941105954642047162,high_overlap,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",exact_reference,,brute_force,"{""max_set_count"":16,""time_limit_seconds"":null}","{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",optimal,32,32,32,0.0000000000,0.0006542000,True,False,1820,0 4 10 14,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,a09c34b66aa71b8293881ecadd3e2b10828a19e24bdfa0105f203c3ffdb60dd9,12fd636f0cceaa8b80c58d0c7217428957cf163ff203d7283598314a4a64e47b,overlap_control,0,16941105954642047133,uniform,48,16,4,"{""density"":0.425}",greedy,,greedy,{},"{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",feasible,46,,48,0.0416666667,0.0000196000,False,False,58,0 5 8 14,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,a09c34b66aa71b8293881ecadd3e2b10828a19e24bdfa0105f203c3ffdb60dd9,f6068df0c768399e146d42f6e8d46c8a1faf2e367260c200a81c32f04da91b7f,overlap_control,0,16941105954642047133,uniform,48,16,4,"{""density"":0.425}",exact_reference,,brute_force,"{""max_set_count"":16,""time_limit_seconds"":null}","{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",optimal,48,48,48,0.0000000000,0.0006784000,True,False,1820,1 8 9 10,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,f605f95c8641588bea61a29e52a2c2172490a381d959098567d6b16bb5f6be0f,387ee69139dd392e4385f24ff1b9f0a03723deb9bdb61fa3c22f61344592cea1,overlap_control,1,16941105954642047134,uniform,48,16,4,"{""density"":0.425}",greedy,,greedy,{},"{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",feasible,47,,48,0.0208333333,0.0000161000,False,False,58,0 6 12 15,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,f605f95c8641588bea61a29e52a2c2172490a381d959098567d6b16bb5f6be0f,4f8b05465e718c674af62d5b3a5f01ad534dd70a22a4b9808df32f4cd60433ea,overlap_control,1,16941105954642047134,uniform,48,16,4,"{""density"":0.425}",exact_reference,,brute_force,"{""max_set_count"":16,""time_limit_seconds"":null}","{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",optimal,48,48,48,0.0000000000,0.0006871000,True,False,1820,1 7 9 11,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,adef023aa611b4a54987b7897cf8cc3981565fb76ef3ab4386fbe90d3f9ba926,991faf54a7882430d2c944c171bb752971fe96b8f1198cc5af9bed16347769a1,overlap_control,2,16941105954642047135,uniform,48,16,4,"{""density"":0.425}",greedy,,greedy,{},"{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",feasible,46,,46,0.0000000000,0.0000162000,False,False,58,0 8 9 12,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,adef023aa611b4a54987b7897cf8cc3981565fb76ef3ab4386fbe90d3f9ba926,bdc85fc223d5c7525f51010594b22d786642ce929f21f5af21e4e519d0ec99ba,overlap_control,2,16941105954642047135,uniform,48,16,4,"{""density"":0.425}",exact_reference,,brute_force,"{""max_set_count"":16,""time_limit_seconds"":null}","{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",optimal,46,46,46,0.0000000000,0.0006621000,True,False,1820,0 1 5 15,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,c584841fc576f1648f2472b1d92048108ff4e12393c7eafbffcaf525690a4b38,fd8e076dd2f6c0b3efb2431707320af6543246860ccf821758ded2470f601421,overlap_control,3,16941105954642047136,uniform,48,16,4,"{""density"":0.425}",greedy,,greedy,{},"{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",feasible,47,,48,0.0208333333,0.0000161000,False,False,58,3 5 6 7,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,c584841fc576f1648f2472b1d92048108ff4e12393c7eafbffcaf525690a4b38,8b3ee05f0ea1faddb3d0156ac2feff243bc2eb92ed15c612f0c1ae89421da1dd,overlap_control,3,16941105954642047136,uniform,48,16,4,"{""density"":0.425}",exact_reference,,brute_force,"{""max_set_count"":16,""time_limit_seconds"":null}","{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",optimal,48,48,48,0.0000000000,0.0006749000,True,False,1820,5 7 8 10,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,1c691bb8cb1d3846acd861a1a2f28ed47da363130e9ed1bcc9f1f8943329bd77,c1f7e11205139b2f4121c807969105ca61f3d4d8f0d3c07ed43352c91a41d2dc,overlap_control,4,16941105954642047137,uniform,48,16,4,"{""density"":0.425}",greedy,,greedy,{},"{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",feasible,47,,48,0.0208333333,0.0000177000,False,False,58,0 3 6 7,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,1c691bb8cb1d3846acd861a1a2f28ed47da363130e9ed1bcc9f1f8943329bd77,9dc1006a5af9316c00386e53b3b3471151bd79b5d39bbd7804273f9b46dae771,overlap_control,4,16941105954642047137,uniform,48,16,4,"{""density"":0.425}",exact_reference,,brute_force,"{""max_set_count"":16,""time_limit_seconds"":null}","{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",optimal,48,48,48,0.0000000000,0.0006730000,True,False,1820,2 3 6 10,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,0c90388243a099057a60d2a6ea29c7af7f41959f738addbd5d3d1241a50891c8,be04e8280d94250732d9616a11f1011650004d3a24cc77ebe661fca7a8ce9d07,overlap_control,5,16941105954642047138,uniform,48,16,4,"{""density"":0.425}",greedy,,greedy,{},"{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",feasible,48,,48,0.0000000000,0.0000165000,False,False,58,1 7 9 13,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,0c90388243a099057a60d2a6ea29c7af7f41959f738addbd5d3d1241a50891c8,d11b3ec2be6e9c56e4cbb199362ca9f3b570da40cfa703a6ae491020d25bd8f5,overlap_control,5,16941105954642047138,uniform,48,16,4,"{""density"":0.425}",exact_reference,,brute_force,"{""max_set_count"":16,""time_limit_seconds"":null}","{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",optimal,48,48,48,0.0000000000,0.0006892000,True,False,1820,0 1 3 13,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,16019fba3fa1d3378da2191ce2d33e3554ec55aba327b062f4986b00e83508f2,51b4d5eea2daef6112a3947437b16c3f81827d2b46e0e3e94a0824d9650fd937,overlap_control,6,16941105954642047139,uniform,48,16,4,"{""density"":0.425}",greedy,,greedy,{},"{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",feasible,48,,48,0.0000000000,0.0000167000,False,False,58,1 6 7 11,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,16019fba3fa1d3378da2191ce2d33e3554ec55aba327b062f4986b00e83508f2,00509386a6b6c5db9c81736a5d880f74d2aaa01fde794deb7e5115cdc87e5943,overlap_control,6,16941105954642047139,uniform,48,16,4,"{""density"":0.425}",exact_reference,,brute_force,"{""max_set_count"":16,""time_limit_seconds"":null}","{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",optimal,48,48,48,0.0000000000,0.0007736000,True,False,1820,0 1 2 11,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,ba9895990e3a322b4da13d00898ace713773630803cae54d27fef4a759c9566f,e93979379baad2c860df87ed49ae64ce2f3274a7e9ce3a3439aca0a15d5c9f2a,overlap_control,7,16941105954642047140,uniform,48,16,4,"{""density"":0.425}",greedy,,greedy,{},"{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",feasible,48,,48,0.0000000000,0.0000164000,False,False,58,0 2 6 9,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,ba9895990e3a322b4da13d00898ace713773630803cae54d27fef4a759c9566f,0954a27ea1e7e5a91d29de04bc5d066adee1bf4e8cdd5b8f6cf05378ffad683a,overlap_control,7,16941105954642047140,uniform,48,16,4,"{""density"":0.425}",exact_reference,,brute_force,"{""max_set_count"":16,""time_limit_seconds"":null}","{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",optimal,48,48,48,0.0000000000,0.0006772000,True,False,1820,0 2 5 10,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,8f1a406694a849ad32c641237e83de5be58775677007e8d5b8f8cbf6c8d46a1c,717249f6eca4928ec406fcfdecf7d5dc72d777eb888df38d8049c1d5481a90dd,overlap_control,8,16941105954642047141,uniform,48,16,4,"{""density"":0.425}",greedy,,greedy,{},"{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",feasible,47,,48,0.0208333333,0.0000159000,False,False,58,0 1 2 4,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,8f1a406694a849ad32c641237e83de5be58775677007e8d5b8f8cbf6c8d46a1c,12b7edd2cd696184f62ce3cd3a9dd6f08b9833915cbd6b3111f8a9c08e198ccb,overlap_control,8,16941105954642047141,uniform,48,16,4,"{""density"":0.425}",exact_reference,,brute_force,"{""max_set_count"":16,""time_limit_seconds"":null}","{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",optimal,48,48,48,0.0000000000,0.0006541000,True,False,1820,1 2 7 11,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,964e90efb8499d7a8532a00bcf62b0f0bc1b1a898670ae6d5b4b022b8e465d2f,7b9fa9a8574f13635ad38c096d4213c16bc1b24ad52938a2f4a87be202595d72,overlap_control,9,16941105954642047142,uniform,48,16,4,"{""density"":0.425}",greedy,,greedy,{},"{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",feasible,48,,48,0.0000000000,0.0000252000,False,False,58,3 4 5 8,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,964e90efb8499d7a8532a00bcf62b0f0bc1b1a898670ae6d5b4b022b8e465d2f,d570e5051b1cf97823465a33437c7dd80777f01b7c34d255776095755c6df308,overlap_control,9,16941105954642047142,uniform,48,16,4,"{""density"":0.425}",exact_reference,,brute_force,"{""max_set_count"":16,""time_limit_seconds"":null}","{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",optimal,48,48,48,0.0000000000,0.0006565000,True,False,1820,3 4 5 8,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,877cd1c7d11b66b352ef7f72ad8ba1f08db0e66687fa5b86a109764a9ebbeb48,413d26d4b4cd6d92aec5fc0ad38b3ba7e3a7a9527cc7da9328bb64c130500d08,overlap_control,10,16941105954642047143,uniform,48,16,4,"{""density"":0.425}",greedy,,greedy,{},"{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",feasible,48,,48,0.0000000000,0.0000169000,False,False,58,0 1 3 4,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,877cd1c7d11b66b352ef7f72ad8ba1f08db0e66687fa5b86a109764a9ebbeb48,5c726f6dab1b2bdc8cdcb4718b82ba41a92e31fab9fafdc1be44e725b6457052,overlap_control,10,16941105954642047143,uniform,48,16,4,"{""density"":0.425}",exact_reference,,brute_force,"{""max_set_count"":16,""time_limit_seconds"":null}","{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",optimal,48,48,48,0.0000000000,0.0006783000,True,False,1820,0 1 3 4,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,ce66a719f5bd81c704fa6b052ef79fdc7e8f22754c5a7c3d958af8ce3414c1d1,30299c73b58b41b57b0f693cc3f30ea5f386e5aaf8bcf571c668885aea20d8fe,overlap_control,11,16941105954642047144,uniform,48,16,4,"{""density"":0.425}",greedy,,greedy,{},"{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",feasible,48,,48,0.0000000000,0.0000186000,False,False,58,1 5 10 11,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,ce66a719f5bd81c704fa6b052ef79fdc7e8f22754c5a7c3d958af8ce3414c1d1,c8efd3e7285f540ccaf440cc33db261d169eef9702f4c01a25069f63198b236f,overlap_control,11,16941105954642047144,uniform,48,16,4,"{""density"":0.425}",exact_reference,,brute_force,"{""max_set_count"":16,""time_limit_seconds"":null}","{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",optimal,48,48,48,0.0000000000,0.0006768000,True,False,1820,0 1 5 9,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,8c2e5ee993efa4a942e4e63ed6be07cc2dd05a036a50e3019100e612df111514,2e4e6d886e475fe20d64f211c16a44f20ec97add23de94ccc92be06213b70be1,overlap_control,12,16941105954642047145,uniform,48,16,4,"{""density"":0.425}",greedy,,greedy,{},"{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",feasible,48,,48,0.0000000000,0.0000218000,False,False,58,0 1 5 14,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,8c2e5ee993efa4a942e4e63ed6be07cc2dd05a036a50e3019100e612df111514,bb2ca37eb59110bfbf61625db7f88814ee77b1f02a867c4705c585ecc1d33621,overlap_control,12,16941105954642047145,uniform,48,16,4,"{""density"":0.425}",exact_reference,,brute_force,"{""max_set_count"":16,""time_limit_seconds"":null}","{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",optimal,48,48,48,0.0000000000,0.0006723000,True,False,1820,0 1 4 5,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,9fd4ef799456aff8334019d6c48c07635266692a13320a3fe1d2c9c74b6e9b56,6c696b28581a2dbc11d3cf1aa1c5cadbd9a5b9a519fb17619d7ec090363fc61d,overlap_control,13,16941105954642047146,uniform,48,16,4,"{""density"":0.425}",greedy,,greedy,{},"{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",feasible,48,,48,0.0000000000,0.0000160000,False,False,58,1 6 9 12,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,9fd4ef799456aff8334019d6c48c07635266692a13320a3fe1d2c9c74b6e9b56,91ad745805102a1c893bba6c054fd07e916ffa8df5352407cbf668995b4ef5b6,overlap_control,13,16941105954642047146,uniform,48,16,4,"{""density"":0.425}",exact_reference,,brute_force,"{""max_set_count"":16,""time_limit_seconds"":null}","{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",optimal,48,48,48,0.0000000000,0.0006966000,True,False,1820,1 6 9 12,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,c30d9a2d05ee2d7cabdbf84a8e7d7cdf2021beac465bc360c46fce662f817bef,585551cd6450668807cf5a0126debb28aba87f759540489f7b91e66cc3ae845b,overlap_control,14,16941105954642047147,uniform,48,16,4,"{""density"":0.425}",greedy,,greedy,{},"{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",feasible,48,,48,0.0000000000,0.0000170000,False,False,58,6 7 11 14,,4
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,c30d9a2d05ee2d7cabdbf84a8e7d7cdf2021beac465bc360c46fce662f817bef,22b50265f3d1f23fbf9f0803a7e1358795e265034da112a92b26b0925232a24a,overlap_control,14,16941105954642047147,uniform,48,16,4,"{""density"":0.425}",exact_reference,,brute_force,"{""max_set_count"":16,""time_limit_seconds"":null}","{""schema_version"":1,""search"":{},""termination"":""completed"",""trajectory"":[]}",optimal,48,48,48,0.0000000000,0.0006690000,True,False,1820,0 2 4 9,,4
