n,d,k,count,endpoint,tightened_initial,tightened_prefix,initial_certified,prefix_certified,dual_certified,tightening_initial_missing,tightening_initial_mean,tightening_initial_median,tightening_initial_p90,tightening_prefix_missing,tightening_prefix_mean,tightening_prefix_median,tightening_prefix_p90,ratio_gain_initial_missing,ratio_gain_initial_mean,ratio_gain_initial_median,ratio_gain_initial_p90,ratio_gain_prefix_missing,ratio_gain_prefix_mean,ratio_gain_prefix_median,ratio_gain_prefix_p90,dual_over_optimum_missing,dual_over_optimum_mean,dual_over_optimum_median,dual_over_optimum_p90,dual_ratio_missing,dual_ratio_mean,dual_ratio_median,dual_ratio_p90,prefix_ratio_missing,prefix_ratio_mean,prefix_ratio_median,prefix_ratio_p90,initial_ratio_missing,initial_ratio_mean,initial_ratio_median,initial_ratio_p90
16,2,1,2,k=1,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
16,2,2,2,interior,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
16,2,4,2,interior,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
16,2,6,2,interior,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0,0.9166666666666666,0.9166666666666666,0.9166666666666666
16,2,8,2,interior,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0357142857142856,1.0357142857142856,1.0714285714285714,0,0.8976190476190476,0.8976190476190476,0.9285714285714286,0,0.8976190476190476,0.8976190476190476,0.9285714285714286,0,0.8976190476190476,0.8976190476190476,0.9285714285714286
16,2,12,2,interior,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
16,2,16,2,k=M,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
16,3,1,2,k=1,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
16,3,2,2,interior,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
16,3,3,2,interior,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
16,3,4,2,interior,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0,0.9166666666666666,0.9166666666666666,0.9166666666666666
16,3,6,2,interior,0,0,1,1,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,0.9333333333333333,0.9333333333333333,1.0,0,0.9333333333333333,0.9333333333333333,1.0,0,0.9333333333333333,0.9333333333333333,1.0
16,3,8,2,interior,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
16,3,11,2,interior,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
16,3,16,2,k=M,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
16,4,1,2,k=1,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
16,4,2,2,interior,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
16,4,3,2,interior,0,0,1,1,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,0.9583333333333333,0.9583333333333333,1.0,0,0.9583333333333333,0.9583333333333333,1.0,0,0.9583333333333333,0.9583333333333333,1.0
16,4,4,2,interior,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0714285714285714,1.0714285714285714,1.1428571428571428,0,0.875,0.875,0.875,0,0.875,0.875,0.875,0,0.875,0.875,0.875
16,4,6,2,interior,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
16,4,8,2,interior,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
16,4,16,2,k=M,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
20,2,1,2,k=1,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
20,2,3,2,interior,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
20,2,5,2,interior,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
20,2,8,2,interior,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,0.9375,0.9375,0.9375,0,0.9375,0.9375,0.9375,0,0.9375,0.9375,0.9375
20,2,10,2,interior,0,0,1,1,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,0.9473684210526316,0.9473684210526316,1.0,0,0.9473684210526316,0.9473684210526316,1.0,0,0.9473684210526316,0.9473684210526316,1.0
20,2,15,2,interior,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
20,2,20,2,k=M,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
20,3,1,2,k=1,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
20,3,2,2,interior,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
20,3,4,2,interior,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
20,3,5,2,interior,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,0.9333333333333333,0.9333333333333333,0.9333333333333333,0,0.9333333333333333,0.9333333333333333,0.9333333333333333,0,0.9333333333333333,0.9333333333333333,0.9333333333333333
20,3,7,2,interior,0,0,1,1,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0294117647058822,1.0294117647058822,1.0588235294117647,0,0.9722222222222222,0.9722222222222222,1.0,0,0.9722222222222222,0.9722222222222222,1.0,0,0.9722222222222222,0.9722222222222222,1.0
20,3,10,2,interior,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
20,3,14,2,interior,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
20,3,20,2,k=M,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
20,4,1,2,k=1,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
20,4,2,2,interior,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
20,4,3,2,interior,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
20,4,4,2,interior,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0666666666666667,1.0666666666666667,1.0666666666666667,0,0.9375,0.9375,0.9375,0,0.9375,0.9375,0.9375,0,0.9375,0.9375,0.9375
20,4,5,2,interior,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.1143790849673203,1.1143790849673203,1.1176470588235294,0,0.8723684210526316,0.8723684210526316,0.8947368421052632,0,0.8723684210526316,0.8723684210526316,0.8947368421052632,0,0.8723684210526316,0.8723684210526316,0.8947368421052632
20,4,8,2,interior,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
20,4,10,2,interior,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
20,4,20,2,k=M,0,0,2,2,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0
