base_graph_id,n,d,k,greedy,optimum,upper,initial_upper,certified_optimal,initial_certified_optimal,trivial_endpoint,tightening,upper_over_optimum,relative_upper_slack,greedy_ratio,certified_ratio,relative_gap_bound
r2-exploration-n12-d3-r0048,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0048,12,3,3,8,9,9,9,0,0,0,0,1.0,0.0,0.8888888888888888,0.8888888888888888,0.11111111111111116
r2-exploration-n12-d3-r0048,12,3,4,10,11,11,11,0,0,0,0,1.0,0.0,0.9090909090909091,0.9090909090909091,0.09090909090909094
r2-exploration-n12-d3-r0048,12,3,6,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0048,12,3,8,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0048,12,3,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0049,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0049,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0049,12,3,3,8,9,9,9,0,0,0,0,1.0,0.0,0.8888888888888888,0.8888888888888888,0.11111111111111116
r2-exploration-n12-d3-r0049,12,3,4,10,11,12,12,0,0,0,0,1.0909090909090908,0.09090909090909091,0.9090909090909091,0.8333333333333334,0.16666666666666663
r2-exploration-n12-d3-r0049,12,3,6,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0049,12,3,8,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0049,12,3,12,12,12,12,12,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0050,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0050,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0050,12,3,3,8,9,9,9,0,0,0,0,1.0,0.0,0.8888888888888888,0.8888888888888888,0.11111111111111116
r2-exploration-n12-d3-r0050,12,3,4,9,11,12,12,0,0,0,0,1.0909090909090908,0.09090909090909091,0.8181818181818182,0.75,0.25
r2-exploration-n12-d3-r0050,12,3,6,11,12,12,12,0,0,0,0,1.0,0.0,0.9166666666666666,0.9166666666666666,0.08333333333333337
r2-exploration-n12-d3-r0050,12,3,8,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0050,12,3,12,12,12,12,12,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0051,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0051,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0051,12,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0051,12,3,4,10,11,12,12,0,0,0,0,1.0909090909090908,0.09090909090909091,0.9090909090909091,0.8333333333333334,0.16666666666666663
r2-exploration-n12-d3-r0051,12,3,6,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0051,12,3,8,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0051,12,3,12,12,12,12,12,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0052,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0052,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0052,12,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0052,12,3,4,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0052,12,3,6,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0052,12,3,8,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0052,12,3,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0053,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0053,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0053,12,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0053,12,3,4,10,11,11,11,0,0,0,0,1.0,0.0,0.9090909090909091,0.9090909090909091,0.09090909090909094
r2-exploration-n12-d3-r0053,12,3,6,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0053,12,3,8,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0053,12,3,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0054,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0054,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0054,12,3,3,8,9,9,9,0,0,0,0,1.0,0.0,0.8888888888888888,0.8888888888888888,0.11111111111111116
r2-exploration-n12-d3-r0054,12,3,4,10,10,11,11,0,0,0,0,1.1,0.1,1.0,0.9090909090909091,0.09090909090909094
r2-exploration-n12-d3-r0054,12,3,6,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0054,12,3,8,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0054,12,3,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0055,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0055,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0055,12,3,3,8,9,9,9,0,0,0,0,1.0,0.0,0.8888888888888888,0.8888888888888888,0.11111111111111116
r2-exploration-n12-d3-r0055,12,3,4,9,10,10,10,0,0,0,0,1.0,0.0,0.9,0.9,0.09999999999999998
r2-exploration-n12-d3-r0055,12,3,6,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0055,12,3,8,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0055,12,3,12,10,10,10,10,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0056,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0056,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0056,12,3,3,8,9,9,9,0,0,0,0,1.0,0.0,0.8888888888888888,0.8888888888888888,0.11111111111111116
r2-exploration-n12-d3-r0056,12,3,4,10,11,11,11,0,0,0,0,1.0,0.0,0.9090909090909091,0.9090909090909091,0.09090909090909094
r2-exploration-n12-d3-r0056,12,3,6,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0056,12,3,8,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0056,12,3,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0057,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0057,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0057,12,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0057,12,3,4,10,10,11,11,0,0,0,0,1.1,0.1,1.0,0.9090909090909091,0.09090909090909094
r2-exploration-n12-d3-r0057,12,3,6,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0057,12,3,8,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0057,12,3,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0058,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0058,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0058,12,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0058,12,3,4,10,11,12,12,0,0,0,0,1.0909090909090908,0.09090909090909091,0.9090909090909091,0.8333333333333334,0.16666666666666663
r2-exploration-n12-d3-r0058,12,3,6,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0058,12,3,8,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0058,12,3,12,12,12,12,12,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0059,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0059,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0059,12,3,3,8,9,9,9,0,0,0,0,1.0,0.0,0.8888888888888888,0.8888888888888888,0.11111111111111116
r2-exploration-n12-d3-r0059,12,3,4,10,11,12,12,0,0,0,0,1.0909090909090908,0.09090909090909091,0.9090909090909091,0.8333333333333334,0.16666666666666663
r2-exploration-n12-d3-r0059,12,3,6,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0059,12,3,8,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0059,12,3,12,12,12,12,12,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0060,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0060,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0060,12,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0060,12,3,4,10,10,11,11,0,0,0,0,1.1,0.1,1.0,0.9090909090909091,0.09090909090909094
r2-exploration-n12-d3-r0060,12,3,6,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0060,12,3,8,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0060,12,3,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0061,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0061,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0061,12,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0061,12,3,4,11,11,12,12,0,0,0,0,1.0909090909090908,0.09090909090909091,1.0,0.9166666666666666,0.08333333333333337
r2-exploration-n12-d3-r0061,12,3,6,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0061,12,3,8,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0061,12,3,12,12,12,12,12,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0062,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0062,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0062,12,3,3,8,9,9,9,0,0,0,0,1.0,0.0,0.8888888888888888,0.8888888888888888,0.11111111111111116
r2-exploration-n12-d3-r0062,12,3,4,10,11,12,12,0,0,0,0,1.0909090909090908,0.09090909090909091,0.9090909090909091,0.8333333333333334,0.16666666666666663
r2-exploration-n12-d3-r0062,12,3,6,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0062,12,3,8,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0062,12,3,12,12,12,12,12,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0063,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0063,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0063,12,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0063,12,3,4,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0063,12,3,6,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0063,12,3,8,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0063,12,3,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0064,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0064,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0064,12,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0064,12,3,4,11,11,12,12,0,0,0,0,1.0909090909090908,0.09090909090909091,1.0,0.9166666666666666,0.08333333333333337
r2-exploration-n12-d3-r0064,12,3,6,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0064,12,3,8,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0064,12,3,12,12,12,12,12,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0065,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0065,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0065,12,3,3,8,9,9,9,0,0,0,0,1.0,0.0,0.8888888888888888,0.8888888888888888,0.11111111111111116
r2-exploration-n12-d3-r0065,12,3,4,10,11,12,12,0,0,0,0,1.0909090909090908,0.09090909090909091,0.9090909090909091,0.8333333333333334,0.16666666666666663
r2-exploration-n12-d3-r0065,12,3,6,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0065,12,3,8,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0065,12,3,12,12,12,12,12,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0066,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0066,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0066,12,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0066,12,3,4,10,11,11,11,0,0,0,0,1.0,0.0,0.9090909090909091,0.9090909090909091,0.09090909090909094
r2-exploration-n12-d3-r0066,12,3,6,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0066,12,3,8,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0066,12,3,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0067,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0067,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0067,12,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0067,12,3,4,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0067,12,3,6,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0067,12,3,8,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0067,12,3,12,12,12,12,12,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0068,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0068,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0068,12,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0068,12,3,4,10,10,11,11,0,0,0,0,1.1,0.1,1.0,0.9090909090909091,0.09090909090909094
r2-exploration-n12-d3-r0068,12,3,6,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0068,12,3,8,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0068,12,3,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0069,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0069,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0069,12,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0069,12,3,4,10,10,11,11,0,0,0,0,1.1,0.1,1.0,0.9090909090909091,0.09090909090909094
r2-exploration-n12-d3-r0069,12,3,6,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0069,12,3,8,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0069,12,3,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0070,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0070,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0070,12,3,3,8,9,9,9,0,0,0,0,1.0,0.0,0.8888888888888888,0.8888888888888888,0.11111111111111116
r2-exploration-n12-d3-r0070,12,3,4,10,11,12,12,0,0,0,0,1.0909090909090908,0.09090909090909091,0.9090909090909091,0.8333333333333334,0.16666666666666663
r2-exploration-n12-d3-r0070,12,3,6,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0070,12,3,8,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0070,12,3,12,12,12,12,12,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0071,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0071,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0071,12,3,3,8,9,9,9,0,0,0,0,1.0,0.0,0.8888888888888888,0.8888888888888888,0.11111111111111116
r2-exploration-n12-d3-r0071,12,3,4,10,11,12,12,0,0,0,0,1.0909090909090908,0.09090909090909091,0.9090909090909091,0.8333333333333334,0.16666666666666663
r2-exploration-n12-d3-r0071,12,3,6,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0071,12,3,8,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0071,12,3,12,12,12,12,12,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0072,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0072,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0072,12,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0072,12,3,4,10,11,12,12,0,0,0,0,1.0909090909090908,0.09090909090909091,0.9090909090909091,0.8333333333333334,0.16666666666666663
r2-exploration-n12-d3-r0072,12,3,6,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0072,12,3,8,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0072,12,3,12,12,12,12,12,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0073,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0073,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0073,12,3,3,8,9,9,9,0,0,0,0,1.0,0.0,0.8888888888888888,0.8888888888888888,0.11111111111111116
r2-exploration-n12-d3-r0073,12,3,4,10,11,12,12,0,0,0,0,1.0909090909090908,0.09090909090909091,0.9090909090909091,0.8333333333333334,0.16666666666666663
r2-exploration-n12-d3-r0073,12,3,6,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0073,12,3,8,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0073,12,3,12,12,12,12,12,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0074,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0074,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0074,12,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0074,12,3,4,10,11,11,11,0,0,0,0,1.0,0.0,0.9090909090909091,0.9090909090909091,0.09090909090909094
r2-exploration-n12-d3-r0074,12,3,6,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0074,12,3,8,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0074,12,3,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0075,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0075,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0075,12,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0075,12,3,4,11,11,12,12,0,0,0,0,1.0909090909090908,0.09090909090909091,1.0,0.9166666666666666,0.08333333333333337
r2-exploration-n12-d3-r0075,12,3,6,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0075,12,3,8,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0075,12,3,12,12,12,12,12,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0076,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0076,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0076,12,3,3,8,9,9,9,0,0,0,0,1.0,0.0,0.8888888888888888,0.8888888888888888,0.11111111111111116
r2-exploration-n12-d3-r0076,12,3,4,10,11,11,11,0,0,0,0,1.0,0.0,0.9090909090909091,0.9090909090909091,0.09090909090909094
r2-exploration-n12-d3-r0076,12,3,6,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0076,12,3,8,11,11,11,11,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0076,12,3,12,11,11,11,11,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0077,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0077,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0077,12,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0077,12,3,4,11,11,12,12,0,0,0,0,1.0909090909090908,0.09090909090909091,1.0,0.9166666666666666,0.08333333333333337
r2-exploration-n12-d3-r0077,12,3,6,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0077,12,3,8,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0077,12,3,12,12,12,12,12,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0078,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0078,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0078,12,3,3,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0078,12,3,4,10,10,12,12,0,0,0,0,1.2,0.2,1.0,0.8333333333333334,0.16666666666666663
r2-exploration-n12-d3-r0078,12,3,6,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0078,12,3,8,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0078,12,3,12,12,12,12,12,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0079,12,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0079,12,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0079,12,3,3,8,9,9,9,0,0,0,0,1.0,0.0,0.8888888888888888,0.8888888888888888,0.11111111111111116
r2-exploration-n12-d3-r0079,12,3,4,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0079,12,3,6,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0079,12,3,8,9,9,9,9,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n12-d3-r0079,12,3,12,9,9,9,9,1,1,1,0,1.0,0.0,1.0,1.0,0.0
