base_graph_id,n,d,k,greedy,optimum,upper,initial_upper,certified_optimal,initial_certified_optimal,trivial_endpoint,tightening,upper_over_optimum,relative_upper_slack,greedy_ratio,certified_ratio,relative_gap_bound
r2-exploration-n20-d2-r0189,20,2,8,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0189,20,2,10,18,19,19,19,0,0,0,0,1.0,0.0,0.9473684210526315,0.9473684210526315,0.052631578947368474
r2-exploration-n20-d2-r0189,20,2,15,19,19,19,19,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0189,20,2,20,19,19,19,19,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0190,20,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0190,20,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0190,20,2,5,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0190,20,2,8,15,15,16,16,0,0,0,0,1.0666666666666667,0.06666666666666667,1.0,0.9375,0.0625
r2-exploration-n20-d2-r0190,20,2,10,17,17,18,18,0,0,0,0,1.0588235294117647,0.058823529411764705,1.0,0.9444444444444444,0.05555555555555558
r2-exploration-n20-d2-r0190,20,2,15,18,18,18,18,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0190,20,2,20,18,18,18,18,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0191,20,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0191,20,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0191,20,2,5,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0191,20,2,8,13,16,16,16,0,0,0,0,1.0,0.0,0.8125,0.8125,0.1875
r2-exploration-n20-d2-r0191,20,2,10,15,16,16,16,0,0,0,0,1.0,0.0,0.9375,0.9375,0.0625
r2-exploration-n20-d2-r0191,20,2,15,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0191,20,2,20,16,16,16,16,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0192,20,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0192,20,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0192,20,2,5,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0192,20,2,8,14,16,16,16,0,0,0,0,1.0,0.0,0.875,0.875,0.125
r2-exploration-n20-d2-r0192,20,2,10,16,18,19,19,0,0,0,0,1.0555555555555556,0.05555555555555555,0.8888888888888888,0.8421052631578947,0.1578947368421053
r2-exploration-n20-d2-r0192,20,2,15,19,19,19,19,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0192,20,2,20,19,19,19,19,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0193,20,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0193,20,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0193,20,2,5,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0193,20,2,8,15,16,16,16,0,0,0,0,1.0,0.0,0.9375,0.9375,0.0625
r2-exploration-n20-d2-r0193,20,2,10,17,17,17,17,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0193,20,2,15,17,17,17,17,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0193,20,2,20,17,17,17,17,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0194,20,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0194,20,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0194,20,2,5,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0194,20,2,8,15,16,16,16,0,0,0,0,1.0,0.0,0.9375,0.9375,0.0625
r2-exploration-n20-d2-r0194,20,2,10,17,17,17,17,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0194,20,2,15,17,17,17,17,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0194,20,2,20,17,17,17,17,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0195,20,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0195,20,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0195,20,2,5,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0195,20,2,8,15,15,16,16,0,0,0,0,1.0666666666666667,0.06666666666666667,1.0,0.9375,0.0625
r2-exploration-n20-d2-r0195,20,2,10,17,17,19,19,0,0,0,0,1.1176470588235294,0.11764705882352941,1.0,0.8947368421052632,0.10526315789473684
r2-exploration-n20-d2-r0195,20,2,15,19,19,19,19,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0195,20,2,20,19,19,19,19,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0196,20,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0196,20,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0196,20,2,5,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0196,20,2,8,15,15,16,16,0,0,0,0,1.0666666666666667,0.06666666666666667,1.0,0.9375,0.0625
r2-exploration-n20-d2-r0196,20,2,10,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0196,20,2,15,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0196,20,2,20,16,16,16,16,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0197,20,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0197,20,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0197,20,2,5,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0197,20,2,8,15,16,16,16,0,0,0,0,1.0,0.0,0.9375,0.9375,0.0625
r2-exploration-n20-d2-r0197,20,2,10,17,18,19,19,0,0,0,0,1.0555555555555556,0.05555555555555555,0.9444444444444444,0.8947368421052632,0.10526315789473684
r2-exploration-n20-d2-r0197,20,2,15,19,19,19,19,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0197,20,2,20,19,19,19,19,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0198,20,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0198,20,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0198,20,2,5,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0198,20,2,8,16,16,16,16,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0198,20,2,10,18,18,18,18,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0198,20,2,15,18,18,18,18,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0198,20,2,20,18,18,18,18,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0199,20,2,1,2,2,2,2,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0199,20,2,3,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0199,20,2,5,10,10,10,10,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0199,20,2,8,15,15,16,16,0,0,0,0,1.0666666666666667,0.06666666666666667,1.0,0.9375,0.0625
r2-exploration-n20-d2-r0199,20,2,10,17,17,17,17,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0199,20,2,15,17,17,17,17,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d2-r0199,20,2,20,17,17,17,17,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0000,20,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0000,20,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0000,20,3,4,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0000,20,3,5,15,15,15,15,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0000,20,3,7,17,19,19,19,0,0,0,0,1.0,0.0,0.8947368421052632,0.8947368421052632,0.10526315789473684
r2-exploration-n20-d3-r0000,20,3,10,19,19,19,19,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0000,20,3,14,19,19,19,19,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0000,20,3,20,19,19,19,19,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0001,20,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0001,20,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0001,20,3,4,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0001,20,3,5,14,15,15,15,0,0,0,0,1.0,0.0,0.9333333333333333,0.9333333333333333,0.06666666666666665
r2-exploration-n20-d3-r0001,20,3,7,16,18,19,19,0,0,0,0,1.0555555555555556,0.05555555555555555,0.8888888888888888,0.8421052631578947,0.1578947368421053
r2-exploration-n20-d3-r0001,20,3,10,19,19,19,19,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0001,20,3,14,19,19,19,19,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0001,20,3,20,19,19,19,19,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0002,20,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0002,20,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0002,20,3,4,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0002,20,3,5,14,15,15,15,0,0,0,0,1.0,0.0,0.9333333333333333,0.9333333333333333,0.06666666666666665
r2-exploration-n20-d3-r0002,20,3,7,17,17,19,19,0,0,0,0,1.1176470588235294,0.11764705882352941,1.0,0.8947368421052632,0.10526315789473684
r2-exploration-n20-d3-r0002,20,3,10,19,19,19,19,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0002,20,3,14,19,19,19,19,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0002,20,3,20,19,19,19,19,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0003,20,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0003,20,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0003,20,3,4,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0003,20,3,5,15,15,15,15,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0003,20,3,7,19,20,20,20,0,0,0,0,1.0,0.0,0.95,0.95,0.050000000000000044
r2-exploration-n20-d3-r0003,20,3,10,20,20,20,20,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0003,20,3,14,20,20,20,20,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0003,20,3,20,20,20,20,20,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0004,20,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0004,20,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0004,20,3,4,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0004,20,3,5,14,15,15,15,0,0,0,0,1.0,0.0,0.9333333333333333,0.9333333333333333,0.06666666666666665
r2-exploration-n20-d3-r0004,20,3,7,18,18,19,19,0,0,0,0,1.0555555555555556,0.05555555555555555,1.0,0.9473684210526315,0.052631578947368474
r2-exploration-n20-d3-r0004,20,3,10,19,19,19,19,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0004,20,3,14,19,19,19,19,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0004,20,3,20,19,19,19,19,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0005,20,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0005,20,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0005,20,3,4,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0005,20,3,5,14,15,15,15,0,0,0,0,1.0,0.0,0.9333333333333333,0.9333333333333333,0.06666666666666665
r2-exploration-n20-d3-r0005,20,3,7,17,18,18,18,0,0,0,0,1.0,0.0,0.9444444444444444,0.9444444444444444,0.05555555555555558
r2-exploration-n20-d3-r0005,20,3,10,18,18,18,18,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0005,20,3,14,18,18,18,18,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0005,20,3,20,18,18,18,18,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0006,20,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0006,20,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0006,20,3,4,11,12,12,12,0,0,0,0,1.0,0.0,0.9166666666666666,0.9166666666666666,0.08333333333333337
r2-exploration-n20-d3-r0006,20,3,5,13,15,15,15,0,0,0,0,1.0,0.0,0.8666666666666667,0.8666666666666667,0.1333333333333333
r2-exploration-n20-d3-r0006,20,3,7,17,19,20,20,0,0,0,0,1.0526315789473684,0.05263157894736842,0.8947368421052632,0.85,0.15000000000000002
r2-exploration-n20-d3-r0006,20,3,10,20,20,20,20,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0006,20,3,14,20,20,20,20,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0006,20,3,20,20,20,20,20,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0007,20,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0007,20,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0007,20,3,4,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0007,20,3,5,15,15,15,15,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0007,20,3,7,18,18,19,19,0,0,0,0,1.0555555555555556,0.05555555555555555,1.0,0.9473684210526315,0.052631578947368474
r2-exploration-n20-d3-r0007,20,3,10,19,19,19,19,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0007,20,3,14,19,19,19,19,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0007,20,3,20,19,19,19,19,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0008,20,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0008,20,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0008,20,3,4,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0008,20,3,5,14,14,15,15,0,0,0,0,1.0714285714285714,0.07142857142857142,1.0,0.9333333333333333,0.06666666666666665
r2-exploration-n20-d3-r0008,20,3,7,17,18,20,20,0,0,0,0,1.1111111111111112,0.1111111111111111,0.9444444444444444,0.85,0.15000000000000002
r2-exploration-n20-d3-r0008,20,3,10,20,20,20,20,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0008,20,3,14,20,20,20,20,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0008,20,3,20,20,20,20,20,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0009,20,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0009,20,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0009,20,3,4,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0009,20,3,5,14,15,15,15,0,0,0,0,1.0,0.0,0.9333333333333333,0.9333333333333333,0.06666666666666665
r2-exploration-n20-d3-r0009,20,3,7,18,19,20,20,0,0,0,0,1.0526315789473684,0.05263157894736842,0.9473684210526315,0.9,0.09999999999999998
r2-exploration-n20-d3-r0009,20,3,10,20,20,20,20,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0009,20,3,14,20,20,20,20,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0009,20,3,20,20,20,20,20,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0010,20,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0010,20,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0010,20,3,4,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0010,20,3,5,14,15,15,15,0,0,0,0,1.0,0.0,0.9333333333333333,0.9333333333333333,0.06666666666666665
r2-exploration-n20-d3-r0010,20,3,7,18,19,19,19,0,0,0,0,1.0,0.0,0.9473684210526315,0.9473684210526315,0.052631578947368474
r2-exploration-n20-d3-r0010,20,3,10,19,19,19,19,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0010,20,3,14,19,19,19,19,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0010,20,3,20,19,19,19,19,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0011,20,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0011,20,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0011,20,3,4,11,12,12,12,0,0,0,0,1.0,0.0,0.9166666666666666,0.9166666666666666,0.08333333333333337
r2-exploration-n20-d3-r0011,20,3,5,13,15,15,15,0,0,0,0,1.0,0.0,0.8666666666666667,0.8666666666666667,0.1333333333333333
r2-exploration-n20-d3-r0011,20,3,7,17,18,19,19,0,0,0,0,1.0555555555555556,0.05555555555555555,0.9444444444444444,0.8947368421052632,0.10526315789473684
r2-exploration-n20-d3-r0011,20,3,10,19,19,19,19,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0011,20,3,14,19,19,19,19,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0011,20,3,20,19,19,19,19,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0012,20,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0012,20,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0012,20,3,4,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0012,20,3,5,14,15,15,15,0,0,0,0,1.0,0.0,0.9333333333333333,0.9333333333333333,0.06666666666666665
r2-exploration-n20-d3-r0012,20,3,7,16,18,19,19,0,0,0,0,1.0555555555555556,0.05555555555555555,0.8888888888888888,0.8421052631578947,0.1578947368421053
r2-exploration-n20-d3-r0012,20,3,10,19,19,19,19,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0012,20,3,14,19,19,19,19,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0012,20,3,20,19,19,19,19,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0013,20,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0013,20,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0013,20,3,4,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0013,20,3,5,14,15,15,15,0,0,0,0,1.0,0.0,0.9333333333333333,0.9333333333333333,0.06666666666666665
r2-exploration-n20-d3-r0013,20,3,7,17,19,20,20,0,0,0,0,1.0526315789473684,0.05263157894736842,0.8947368421052632,0.85,0.15000000000000002
r2-exploration-n20-d3-r0013,20,3,10,20,20,20,20,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0013,20,3,14,20,20,20,20,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0013,20,3,20,20,20,20,20,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0014,20,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0014,20,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0014,20,3,4,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0014,20,3,5,15,15,15,15,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0014,20,3,7,18,19,20,20,0,0,0,0,1.0526315789473684,0.05263157894736842,0.9473684210526315,0.9,0.09999999999999998
r2-exploration-n20-d3-r0014,20,3,10,20,20,20,20,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0014,20,3,14,20,20,20,20,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0014,20,3,20,20,20,20,20,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0015,20,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0015,20,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0015,20,3,4,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0015,20,3,5,14,15,15,15,0,0,0,0,1.0,0.0,0.9333333333333333,0.9333333333333333,0.06666666666666665
r2-exploration-n20-d3-r0015,20,3,7,16,17,17,17,0,0,0,0,1.0,0.0,0.9411764705882353,0.9411764705882353,0.05882352941176472
r2-exploration-n20-d3-r0015,20,3,10,17,17,17,17,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0015,20,3,14,17,17,17,17,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0015,20,3,20,17,17,17,17,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0016,20,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0016,20,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0016,20,3,4,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0016,20,3,5,14,15,15,15,0,0,0,0,1.0,0.0,0.9333333333333333,0.9333333333333333,0.06666666666666665
r2-exploration-n20-d3-r0016,20,3,7,16,17,17,17,0,0,0,0,1.0,0.0,0.9411764705882353,0.9411764705882353,0.05882352941176472
r2-exploration-n20-d3-r0016,20,3,10,17,17,17,17,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0016,20,3,14,17,17,17,17,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0016,20,3,20,17,17,17,17,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0017,20,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0017,20,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0017,20,3,4,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0017,20,3,5,14,15,15,15,0,0,0,0,1.0,0.0,0.9333333333333333,0.9333333333333333,0.06666666666666665
r2-exploration-n20-d3-r0017,20,3,7,17,18,19,19,0,0,0,0,1.0555555555555556,0.05555555555555555,0.9444444444444444,0.8947368421052632,0.10526315789473684
r2-exploration-n20-d3-r0017,20,3,10,19,19,19,19,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0017,20,3,14,19,19,19,19,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0017,20,3,20,19,19,19,19,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0018,20,3,1,3,3,3,3,1,1,1,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0018,20,3,2,6,6,6,6,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0018,20,3,4,12,12,12,12,1,1,0,0,1.0,0.0,1.0,1.0,0.0
r2-exploration-n20-d3-r0018,20,3,5,14,15,15,15,0,0,0,0,1.0,0.0,0.9333333333333333,0.9333333333333333,0.06666666666666665
